Local,ID,Region,Estado,Ciudad,Precio por unidad,Cantidad vendida,Total vendido,Ganacias,Margen de operacion,Tipo de venta,Genero,Tipo de ropa,Año,Mes,Dia
Amazon,1185732,Northeast,New Hampshire,Manchester,60.00000000000001,350,210000.00000000003,84000.00000000001,0.4,Outlet,Masculino,Calzado,2021,9,17
Amazon,1185732,Northeast,New Hampshire,Manchester,55.00000000000001,250,137500.00000000003,41250.00000000001,0.3,Outlet,Femenino,Calzado,2021,9,17
Amazon,1185732,Northeast,New Hampshire,Manchester,55.00000000000001,225,123750.00000000001,37125,0.3,Outlet,Femenino,Calzado,2021,9,17
Amazon,1185732,Northeast,New Hampshire,Manchester,65,225,146250,43875,0.3,Outlet,Masculino,Vestir,2021,9,17
Amazon,1185732,Northeast,New Hampshire,Manchester,70,325,227500,79625,0.35,Outlet,Femenino,Vestir,2021,9,17
Foot Locker,1185732,Northeast,New Hampshire,Manchester,70,475,332500,133000,0.4,Outlet,Masculino,Calzado,2021,10,19
Foot Locker,1185732,Northeast,New Hampshire,Manchester,65.00000000000001,300,195000.00000000003,78000.00000000001,0.4,Outlet,Masculino,Calzado,2021,10,19
Foot Locker,1185732,Northeast,New Hampshire,Manchester,65.00000000000001,200,130000.00000000003,39000.00000000001,0.3,Outlet,Femenino,Calzado,2021,10,19
Foot Locker,1185732,Northeast,New Hampshire,Manchester,65.00000000000001,175,113750.00000000003,34125.00000000001,0.3,Outlet,Femenino,Calzado,2021,10,19
Foot Locker,1185732,Northeast,New Hampshire,Manchester,75.00000000000001,175,131250.00000000003,39375.00000000001,0.3,Outlet,Masculino,Vestir,2021,10,19
Foot Locker,1185732,Northeast,New Hampshire,Manchester,80,300,240000,84000,0.35,Outlet,Femenino,Vestir,2021,10,19
Foot Locker,1185732,Northeast,New Hampshire,Manchester,75.00000000000001,450,337500.00000000006,135000.00000000003,0.4,Outlet,Masculino,Calzado,2021,11,18
Foot Locker,1185732,Northeast,New Hampshire,Manchester,65.00000000000001,325,211250.00000000006,84500.00000000003,0.4,Outlet,Masculino,Calzado,2021,11,18
Foot Locker,1185732,Northeast,New Hampshire,Manchester,65.00000000000001,345,224250.00000000006,67275.00000000001,0.3,Outlet,Femenino,Calzado,2021,11,18
Foot Locker,1185732,Northeast,New Hampshire,Manchester,65.00000000000001,325,211250.00000000006,63375.000000000015,0.3,Outlet,Femenino,Calzado,2021,11,18
Foot Locker,1185732,Northeast,New Hampshire,Manchester,75.00000000000001,300,225000.00000000003,67500,0.3,Outlet,Masculino,Vestir,2021,11,18
Foot Locker,1185732,Northeast,New Hampshire,Manchester,80,400,320000,112000,0.35,Outlet,Femenino,Vestir,2021,11,18
Foot Locker,1185732,Northeast,New Hampshire,Manchester,75.00000000000001,625,468750.0000000001,187500.00000000006,0.4,Outlet,Masculino,Calzado,2021,12,17
Foot Locker,1185732,Northeast,New Hampshire,Manchester,65.00000000000001,425,276250.00000000006,110500.00000000003,0.4,Outlet,Masculino,Calzado,2021,12,17
Foot Locker,1185732,Northeast,New Hampshire,Manchester,65.00000000000001,400,260000.00000000006,78000.00000000001,0.3,Outlet,Femenino,Calzado,2021,12,17
Foot Locker,1185732,Northeast,New Hampshire,Manchester,65.00000000000001,350,227500.00000000006,68250.00000000001,0.3,Outlet,Femenino,Calzado,2021,12,17
Foot Locker,1185732,Northeast,New Hampshire,Manchester,75.00000000000001,350,262500.00000000006,78750.00000000001,0.3,Outlet,Masculino,Vestir,2021,12,17
Foot Locker,1185732,Northeast,New Hampshire,Manchester,80,450,360000,125999.99999999999,0.35,Outlet,Femenino,Vestir,2021,12,17
Foot Locker,1185732,Northeast,New Hampshire,Manchester,55.00000000000001,500,275000.00000000006,96250.00000000003,0.35000000000000003,Outlet,Masculino,Calzado,2021,1,24
Foot Locker,1185732,Northeast,New Hampshire,Manchester,55.00000000000001,300,165000.00000000003,57750.000000000015,0.35000000000000003,Outlet,Masculino,Calzado,2021,1,24
Foot Locker,1185732,Northeast,New Hampshire,Manchester,45,300,135000,33750,0.25,Outlet,Femenino,Calzado,2021,1,24
Foot Locker,1185732,Northeast,New Hampshire,Manchester,49.99999999999999,150,74999.99999999999,18749.999999999996,0.25,Outlet,Femenino,Calzado,2021,1,24
Foot Locker,1185732,Northeast,New Hampshire,Manchester,65.00000000000001,200,130000.00000000003,32500.000000000007,0.25,Outlet,Masculino,Vestir,2021,1,24
Foot Locker,1185732,Northeast,New Hampshire,Manchester,55.00000000000001,300,165000.00000000003,49500.00000000001,0.3,Outlet,Femenino,Vestir,2021,1,24
Foot Locker,1185732,Northeast,New Hampshire,Manchester,55.00000000000001,575,316250.00000000006,110687.50000000003,0.35000000000000003,Outlet,Masculino,Calzado,2021,2,22
Foot Locker,1185732,Northeast,New Hampshire,Manchester,55.00000000000001,225,123750.00000000001,43312.50000000001,0.35000000000000003,Outlet,Masculino,Calzado,2021,2,22
Foot Locker,1185732,Northeast,New Hampshire,Manchester,45,275,123750,30937.5,0.25,Outlet,Femenino,Calzado,2021,2,22
Foot Locker,1185732,Northeast,New York,New York,47,336,15792,9633.119999999999,0.61,Online,Masculino,Calzado,2020,1,1
Foot Locker,1185732,Northeast,New York,New York,47,260,12220,5132.4,0.42,Online,Masculino,Calzado,2020,1,2
Foot Locker,1185732,Northeast,New York,New York,36,250,9000,4140,0.45999999999999996,Online,Femenino,Calzado,2020,1,3
Foot Locker,1185732,Northeast,New York,New York,41,247,10127,4658.42,0.45999999999999996,Online,Femenino,Calzado,2020,1,4
Foot Locker,1185732,Northeast,New York,New York,55,234,12870,5148,0.4,Online,Masculino,Vestir,2020,1,5
Foot Locker,1185732,Northeast,New York,New York,46,260,11960,4425.2,0.37,Online,Femenino,Vestir,2020,1,6
Foot Locker,1185732,Northeast,New York,New York,46,313,14398,8926.76,0.62,Online,Masculino,Calzado,2020,1,7
Foot Locker,1185732,Northeast,New York,New York,46,261,12006,5282.64,0.44,Online,Masculino,Calzado,2020,1,8
Foot Locker,1185732,Northeast,New York,New York,36,276,9936,4669.92,0.47,Online,Femenino,Calzado,2020,1,21
Foot Locker,1185732,Northeast,New York,New York,44,206,9064,4441.36,0.49,Online,Femenino,Calzado,2020,1,22
Foot Locker,1185732,Northeast,New York,New York,58,243,14094,6060.42,0.43,Online,Masculino,Vestir,2020,1,23
Foot Locker,1185732,Northeast,New York,New York,48,290,13920,5289.6,0.38,Online,Femenino,Vestir,2020,1,24
Foot Locker,1185732,Northeast,New York,New York,46,354,16284,10258.92,0.63,Online,Masculino,Calzado,2020,1,25
Foot Locker,1185732,Northeast,New York,New York,48,259,12432,5345.76,0.43,Online,Masculino,Calzado,2020,1,26
Foot Locker,1185732,Northeast,New York,New York,39,247,9633,4720.17,0.49,Online,Femenino,Calzado,2020,1,27
Foot Locker,1185732,Northeast,New York,New York,43,216,9288,4644,0.5,Online,Femenino,Calzado,2020,1,28
Foot Locker,1185732,Northeast,New York,New York,59,230,13570,5699.4,0.42,Online,Masculino,Vestir,2020,1,29
Foot Locker,1185732,Northeast,New York,New York,45,238,10710,3748.4999999999995,0.35,Online,Femenino,Vestir,2020,1,30
Foot Locker,1185732,Northeast,New York,New York,45,300,13500,8370,0.62,Online,Masculino,Calzado,2020,1,31
Foot Locker,1185732,Northeast,New York,New York,47,234,10998,4509.179999999999,0.41,Online,Masculino,Calzado,2020,2,1
Foot Locker,1185732,Northeast,New York,New York,39,252,9828,4914,0.5,Online,Femenino,Calzado,2020,2,2
Foot Locker,1185732,Northeast,New York,New York,41,239,9799,4801.51,0.49,Online,Femenino,Calzado,2020,2,3
Foot Locker,1185732,Northeast,New York,New York,56,215,12040,5056.8,0.42,Online,Masculino,Vestir,2020,2,4
Foot Locker,1185732,Northeast,New York,New York,49,238,11662,4314.94,0.37,Online,Femenino,Vestir,2020,2,5
Foot Locker,1185732,Northeast,New York,New York,54,317,17118,10955.52,0.64,Online,Masculino,Calzado,2020,2,6
Foot Locker,1185732,Northeast,New York,New York,50,259,12950,5180,0.4,Online,Masculino,Calzado,2020,2,7
Foot Locker,1185732,Northeast,New York,New York,46,261,12006,5642.82,0.47,Online,Femenino,Calzado,2020,2,8
Foot Locker,1185732,Northeast,New York,New York,46,230,10580,5078.4,0.48,Online,Femenino,Calzado,2020,2,9
Foot Locker,1185732,Northeast,New York,New York,59,245,14455,6504.749999999999,0.44999999999999996,Online,Masculino,Vestir,2020,2,10
Foot Locker,1185732,Northeast,New York,New York,59,290,17110,6159.599999999999,0.36,Online,Femenino,Vestir,2020,3,3
Foot Locker,1185732,Northeast,New York,New York,55,313,17215,10501.15,0.61,Online,Masculino,Calzado,2020,3,4
Foot Locker,1185732,Northeast,New York,New York,54,270,14580,5977.799999999999,0.41,Online,Masculino,Calzado,2020,3,5
Foot Locker,1185732,Northeast,New York,New York,46,278,12788,6138.24,0.48,Online,Femenino,Calzado,2020,3,6
Foot Locker,1185732,Northeast,New York,New York,47,261,12267,5520.15,0.44999999999999996,Online,Femenino,Calzado,2020,3,7
Foot Locker,1185732,Northeast,New York,New York,55,252,13860,6236.999999999999,0.44999999999999996,Online,Masculino,Vestir,2020,3,8
Foot Locker,1185732,Northeast,New York,New York,64,305,19520,7612.8,0.39,Online,Femenino,Vestir,2020,3,9
Foot Locker,1185732,Northeast,New York,New York,59,319,18821,11292.6,0.6,Online,Masculino,Calzado,2020,3,10
Foot Locker,1185732,Northeast,New York,New York,53,267,14151,5943.42,0.42,Online,Masculino,Calzado,2020,3,11
Foot Locker,1185732,Northeast,New York,New York,46,247,11362,5112.9,0.44999999999999996,Online,Femenino,Calzado,2020,3,12
Foot Locker,1185732,Northeast,New York,New York,46,243,11178,5141.879999999999,0.45999999999999996,Online,Femenino,Calzado,2020,3,13
Foot Locker,1185732,Northeast,New York,New York,58,231,13398,5761.14,0.43,Online,Masculino,Vestir,2020,3,14
Foot Locker,1185732,Northeast,New York,New York,61,286,17446,6978.400000000001,0.4,Online,Femenino,Vestir,2020,3,15
Foot Locker,1185732,Northeast,New York,New York,58,325,18850,11498.5,0.61,Online,Masculino,Calzado,2020,3,16
Foot Locker,1185732,Northeast,New York,New York,53,308,16324,6692.839999999999,0.41,Online,Masculino,Calzado,2020,3,17
Foot Locker,1185732,Northeast,New York,New York,45,257,11565,5319.9,0.45999999999999996,Online,Femenino,Calzado,2020,3,18
Foot Locker,1185732,Northeast,New York,New York,47,241,11327,5323.69,0.47,Online,Femenino,Calzado,2020,3,31
Walmart,1185732,Northeast,New York,New York,54,270,14580,6560.999999999999,0.44999999999999996,Online,Masculino,Vestir,2020,4,17
Walmart,1185732,Northeast,New York,New York,62,290,17980,6652.6,0.37,Online,Femenino,Vestir,2020,4,18
Walmart,1185732,Northeast,New York,New York,56,360,20160,12499.2,0.62,Online,Masculino,Calzado,2020,4,19
Walmart,1185732,Northeast,New York,New York,50,270,13500,5940,0.44,Online,Masculino,Calzado,2020,4,20
Walmart,1185732,Northeast,New York,New York,47,268,12596,5920.12,0.47,Online,Femenino,Calzado,2020,4,21
Walmart,1185732,Northeast,New York,New York,47,252,11844,5448.24,0.45999999999999996,Online,Femenino,Calzado,2020,4,22
Walmart,1185732,Northeast,New York,New York,58,252,14616,5846.400000000001,0.4,Online,Masculino,Vestir,2020,4,23
Walmart,1185732,Northeast,New York,New York,59,280,16520,6608,0.4,Online,Femenino,Vestir,2020,4,24
Walmart,1185732,Northeast,New York,New York,64,236,15104,6343.679999999999,0.42,Online,Masculino,Vestir,2020,4,25
Walmart,1185732,Northeast,New York,New York,68,290,19720,7493.6,0.38,Online,Femenino,Vestir,2020,4,26
Walmart,1185732,Northeast,New York,New York,60,299,17940,10764,0.6,Online,Masculino,Calzado,2020,4,27
Walmart,1185732,Northeast,New York,New York,53,273,14469,6221.67,0.43,Online,Masculino,Calzado,2020,4,28
Walmart,1185732,Northeast,New York,New York,52,258,13416,6439.679999999999,0.48,Online,Femenino,Calzado,2020,4,29
Walmart,1185732,Northeast,New York,New York,50,252,12600,6174,0.49,Online,Femenino,Calzado,2020,4,30
Walmart,1185732,Northeast,New York,New York,64,254,16256,6827.5199999999995,0.42,Online,Masculino,Vestir,2020,5,1
Walmart,1185732,Northeast,New York,New York,66,263,17358,6422.46,0.37,Online,Femenino,Vestir,2020,5,2
Walmart,1185732,Northeast,New York,New York,62,312,19344,12380.16,0.64,Online,Masculino,Calzado,2020,5,3
Walmart,1185732,Northeast,New York,New York,51,300,15300,6426,0.42,Online,Masculino,Calzado,2020,5,4
Walmart,1185732,Northeast,New York,New York,54,285,15390,7233.299999999999,0.47,Online,Femenino,Calzado,2020,5,5
Walmart,1185732,Northeast,New York,New York,54,225,12150,5589,0.45999999999999996,Online,Femenino,Calzado,2020,5,6
Walmart,1185732,Northeast,New York,New York,60,261,15660,6733.8,0.43,Online,Masculino,Vestir,2020,5,7
Walmart,1185732,Northeast,New York,New York,68,290,19720,6902,0.35,Online,Femenino,Vestir,2020,7,18
Sports Direct,1197831,Northeast,New York,New York,24,234,5616,2639.52,0.47,Online,Masculino,Calzado,2020,7,19
Sports Direct,1197831,Northeast,New York,New York,34,225,7650,3748.5,0.49,Online,Masculino,Calzado,2020,7,20
Sports Direct,1197831,Northeast,New York,New York,33,210,6930,3187.7999999999997,0.45999999999999996,Online,Femenino,Calzado,2020,7,21
Sports Direct,1197831,Northeast,New York,New York,34,175,5950,3272.5000000000005,0.55,Online,Femenino,Calzado,2020,7,22
Sports Direct,1197831,South,Texas,Houston,36,154,5544,2383.92,0.43,Online,Masculino,Vestir,2020,7,23
Sports Direct,1197831,South,Texas,Houston,34,203,6902,4417.28,0.64,Online,Femenino,Vestir,2020,7,24
Sports Direct,1197831,South,Texas,Houston,23,213,4899,2449.5,0.5,Online,Masculino,Calzado,2020,7,25
Sports Direct,1197831,South,Texas,Houston,33,255,8415,3786.7499999999995,0.44999999999999996,Online,Masculino,Calzado,2020,7,26
Sports Direct,1197831,South,Texas,Houston,32,176,5632,2534.3999999999996,0.44999999999999996,Online,Femenino,Calzado,2020,7,27
Sports Direct,1197831,South,Texas,Houston,34,175,5950,3570,0.6,Online,Femenino,Calzado,2020,7,28
Sports Direct,1197831,South,Texas,Houston,38,125,4750,2137.5,0.44999999999999996,Online,Masculino,Vestir,2020,7,29
Sports Direct,1197831,South,Texas,Houston,34,196,6664,4198.32,0.63,Online,Femenino,Vestir,2020,7,30
Sports Direct,1197831,South,Texas,Houston,29,254,7366,3314.7,0.44999999999999996,Online,Masculino,Calzado,2020,7,31
Sports Direct,1197831,South,Texas,Houston,39,236,9204,4141.799999999999,0.44999999999999996,Online,Masculino,Calzado,2020,8,1
Sports Direct,1197831,South,Texas,Houston,32,182,5824,2853.7599999999998,0.49,Online,Femenino,Calzado,2020,8,2
Sports Direct,1197831,South,Texas,Houston,37,174,6438,3734.0400000000004,0.5800000000000001,Online,Femenino,Calzado,2020,8,3
Sports Direct,1197831,South,Texas,Houston,41,125,5125,2050,0.4,Online,Masculino,Vestir,2020,8,4
Sports Direct,1197831,South,Texas,Houston,39,189,7371,4422.599999999999,0.6,Online,Femenino,Vestir,2020,8,5
Sports Direct,1197831,South,Texas,Houston,27,234,6318,3032.64,0.48,Online,Masculino,Calzado,2020,8,6
Sports Direct,1197831,South,Texas,Houston,38,225,8550,3847.4999999999995,0.44999999999999996,Online,Masculino,Calzado,2020,8,7
Sports Direct,1197831,South,Texas,Houston,34,203,6902,3174.9199999999996,0.45999999999999996,Online,Femenino,Calzado,2020,8,8
Sports Direct,1197831,South,Texas,Houston,36,163,5868,3462.1200000000003,0.5900000000000001,Online,Femenino,Calzado,2020,8,9
Walmart,1197831,South,Texas,Houston,42,147,6174,2593.08,0.42,Online,Masculino,Vestir,2020,8,10
Walmart,1197831,South,Texas,Houston,39,232,9048,5519.28,0.61,Online,Femenino,Vestir,2020,8,11
Walmart,1197831,South,Texas,Houston,29,268,7772,3730.56,0.48,Online,Masculino,Calzado,2020,8,12
Walmart,1197831,South,Texas,Houston,38,259,9842,4527.32,0.45999999999999996,Online,Masculino,Calzado,2020,8,13
Walmart,1197831,South,Texas,Houston,33,225,7425,3564,0.48,Online,Femenino,Calzado,2020,8,14
Walmart,1197831,South,Texas,Houston,39,189,7371,4275.18,0.5800000000000001,Online,Femenino,Calzado,2020,8,15
Walmart,1197831,South,Texas,Houston,42,168,7056,2822.4,0.4,Online,Masculino,Vestir,2020,8,16
Walmart,1197831,South,Texas,Houston,37,276,10212,6433.56,0.63,Online,Femenino,Vestir,2020,8,17
Walmart,1197831,South,Texas,Houston,39,238,9282,4362.54,0.47,Online,Masculino,Calzado,2020,8,18
Walmart,1197831,South,Texas,Houston,42,238,9996,4498.2,0.44999999999999996,Online,Masculino,Calzado,2020,8,19
Walmart,1197831,South,Texas,Houston,37,232,8584,4206.16,0.49,Online,Femenino,Calzado,2020,8,20
Walmart,1197831,South,Texas,Houston,38,203,7714,4396.9800000000005,0.5700000000000001,Online,Femenino,Calzado,2020,8,21
Walmart,1197831,South,Texas,Houston,41,169,6929,3118.0499999999997,0.44999999999999996,Online,Masculino,Vestir,2020,8,22
Walmart,1197831,South,Texas,Houston,47,250,11750,7520,0.64,Online,Femenino,Vestir,2020,8,23
Walmart,1197831,South,Texas,Houston,37,238,8806,3962.7,0.44999999999999996,Online,Masculino,Calzado,2020,8,24
Walmart,1197831,South,Texas,Houston,42,238,9996,4598.16,0.45999999999999996,Online,Masculino,Calzado,2020,8,25
Walmart,1197831,South,Texas,Houston,37,319,11803,5311.349999999999,0.44999999999999996,Online,Femenino,Calzado,2020,8,26
Walmart,1197831,South,Texas,Houston,36,210,7560,4536,0.6,Online,Femenino,Calzado,2020,8,27
Walmart,1197831,South,Texas,Houston,41,196,8036,3214.4,0.4,Online,Masculino,Vestir,2020,8,28
Walmart,1197831,South,Texas,Houston,47,293,13771,8675.73,0.63,Online,Femenino,Vestir,2020,8,29
Walmart,1197831,South,Texas,Houston,37,268,9916,4858.84,0.49,Online,Masculino,Calzado,2020,8,30
Walmart,1197831,South,Texas,Houston,41,259,10619,4778.549999999999,0.44999999999999996,Online,Masculino,Calzado,2020,8,31
Walmart,1197831,South,Texas,Houston,39,297,11583,5328.179999999999,0.45999999999999996,Online,Femenino,Calzado,2020,9,1
Walmart,1197831,South,Texas,Houston,38,189,7182,4237.380000000001,0.5900000000000001,Online,Femenino,Calzado,2020,9,2
Walmart,1197831,South,Texas,Houston,41,169,6929,2771.6000000000004,0.4,Online,Masculino,Vestir,2020,9,3
Walmart,1197831,South,Texas,Houston,46,225,10350,6727.5,0.65,Online,Femenino,Vestir,2020,9,4
Walmart,1197831,South,Texas,Houston,44,255,11220,5385.599999999999,0.48,Online,Masculino,Calzado,2020,9,5
Walmart,1197831,South,Texas,Houston,41,213,8733,4017.18,0.45999999999999996,Online,Masculino,Calzado,2020,9,6
Walmart,1197831,South,Texas,Houston,46,234,10764,5274.36,0.49,Online,Femenino,Calzado,2020,9,7
Walmart,1197831,South,Texas,Houston,47,181,8507,4678.85,0.55,Online,Femenino,Calzado,2020,9,8
Walmart,1197831,South,Texas,Houston,44,175,7700,3311,0.43,Online,Masculino,Vestir,2020,9,9
Walmart,1197831,South,Texas,Houston,50,213,10650,6816,0.64,Online,Femenino,Vestir,2020,9,10
Walmart,1197831,South,Texas,Houston,44,240,10560,5280,0.5,Online,Masculino,Calzado,2020,9,11
Walmart,1197831,South,Texas,Houston,43,216,9288,4365.36,0.47,Online,Masculino,Calzado,2020,9,12
Walmart,1197831,South,Texas,Houston,48,188,9024,4241.28,0.47,Online,Femenino,Calzado,2020,9,13
Walmart,1197831,South,Texas,Houston,45,168,7560,4384.8,0.5800000000000001,Online,Femenino,Calzado,2020,9,14
Walmart,1197831,South,Texas,Houston,42,150,6300,2583,0.41,Online,Masculino,Vestir,2020,9,15
Walmart,1197831,South,Texas,Houston,53,210,11130,6900.6,0.62,Online,Femenino,Vestir,2020,9,16
Walmart,1197831,South,Texas,Houston,43,234,10062,4930.38,0.49,Online,Masculino,Calzado,2020,10,20
Walmart,1197831,South,Texas,Houston,43,243,10449,5120.01,0.49,Online,Masculino,Calzado,2020,10,21
Walmart,1197831,South,Texas,Houston,47,206,9682,4647.36,0.48,Online,Femenino,Calzado,2020,10,22
Walmart,1197831,South,Texas,Houston,48,203,9744,5359.200000000001,0.55,Online,Femenino,Calzado,2020,10,23
Walmart,1197831,South,Texas,Houston,42,195,8190,3685.4999999999995,0.44999999999999996,Online,Masculino,Vestir,2020,10,24
Walmart,1197831,South,Texas,Houston,51,247,12597,7810.14,0.62,Online,Femenino,Vestir,2020,10,25
Walmart,1197831,South,Texas,Houston,41,238,9758,4683.84,0.48,Online,Masculino,Calzado,2020,10,26
Walmart,1197831,South,Texas,Houston,44,285,12540,6019.2,0.48,Online,Masculino,Calzado,2020,10,27
Walmart,1197831,South,Texas,Houston,47,255,11985,5872.65,0.49,Online,Femenino,Calzado,2020,10,28
Walmart,1197831,South,Texas,Houston,47,182,8554,4961.320000000001,0.5800000000000001,Online,Femenino,Calzado,2020,10,29
Walmart,1197831,South,Texas,Houston,42,169,7098,3194.1,0.44999999999999996,Online,Masculino,Vestir,2020,10,30
Walmart,1197831,South,Texas,Houston,53,261,13833,8576.46,0.62,Online,Femenino,Vestir,2020,10,31
West Gear,1128299,South,Texas,Houston,37,209,7733,3479.8500000000004,0.45000000000000007,Online,Masculino,Calzado,2020,11,1
West Gear,1128299,South,Texas,Houston,49,194,9506,2946.86,0.31,Online,Masculino,Calzado,2020,11,2
West Gear,1128299,South,Texas,Houston,46,217,9982,4491.900000000001,0.45000000000000007,Online,Femenino,Calzado,2020,11,3
West Gear,1128299,South,Texas,Houston,48,175,8400,3360,0.4,Online,Femenino,Calzado,2020,11,4
West Gear,1128299,West,California,San Francisco,51,161,8211,5172.93,0.63,Online,Masculino,Vestir,2020,11,5
West Gear,1128299,West,California,San Francisco,49,233,11417,2854.25,0.25,Online,Femenino,Vestir,2020,11,6
West Gear,1128299,West,California,San Francisco,37,223,8251,4125.5,0.5,Online,Masculino,Calzado,2020,11,7
West Gear,1128299,West,California,San Francisco,49,210,10290,3189.9,0.31,Online,Masculino,Calzado,2020,11,8
West Gear,1128299,West,California,San Francisco,49,196,9604,4705.96,0.49000000000000005,Online,Femenino,Calzado,2020,11,9
West Gear,1128299,West,California,San Francisco,47,150,7050,2961,0.42,Online,Femenino,Calzado,2020,11,10
West Gear,1128299,West,California,San Francisco,50,140,7000,4270,0.61,Online,Masculino,Vestir,2020,11,11
West Gear,1128299,West,California,San Francisco,46,182,8372,2344.1600000000003,0.28,Online,Femenino,Vestir,2020,11,12
West Gear,1128299,West,California,San Francisco,49,230,11270,5071.500000000001,0.45000000000000007,Online,Masculino,Calzado,2020,11,13
West Gear,1128299,West,California,San Francisco,58,175,10150,3045.0000000000005,0.30000000000000004,Online,Masculino,Calzado,2020,11,14
West Gear,1128299,West,California,San Francisco,55,203,11165,5247.55,0.47000000000000003,Online,Femenino,Calzado,2020,11,15
West Gear,1128299,West,California,San Francisco,58,174,10092,4339.5599999999995,0.43,Online,Femenino,Calzado,2020,12,22
West Gear,1128299,West,California,San Francisco,62,145,8990,5663.7,0.63,Online,Masculino,Vestir,2020,12,23
West Gear,1128299,West,California,San Francisco,54,210,11340,3061.8,0.27,Online,Femenino,Vestir,2020,12,24
West Gear,1128299,West,California,San Francisco,56,228,12768,6000.96,0.47000000000000003,Online,Masculino,Calzado,2020,12,25
West Gear,1128299,West,California,San Francisco,62,203,12586,3775.8000000000006,0.30000000000000004,Online,Masculino,Calzado,2020,12,26
West Gear,1128299,West,California,San Francisco,64,210,13440,6720,0.5,Online,Femenino,Calzado,2020,12,27
West Gear,1128299,West,California,San Francisco,54,188,10152,4162.32,0.41,Online,Femenino,Calzado,2020,12,28
West Gear,1128299,West,California,San Francisco,59,152,8968,5829.2,0.65,Online,Masculino,Vestir,2020,12,29
West Gear,1128299,West,California,San Francisco,72,203,14616,3946.32,0.27,Online,Femenino,Vestir,2020,12,30
West Gear,1128299,West,California,San Francisco,56,252,14112,7056,0.5,Online,Masculino,Calzado,2020,12,31
West Gear,1128299,West,California,San Francisco,64,225,14400,5184,0.36,Online,Masculino,Calzado,2021,1,1
West Gear,1128299,West,California,San Francisco,60,218,13080,6670.8,0.51,Online,Femenino,Calzado,2021,1,2
West Gear,1128299,West,California,San Francisco,56,182,10192,4586.4,0.44999999999999996,Online,Femenino,Calzado,2021,1,3
West Gear,1128299,West,California,San Francisco,60,154,9240,6098.400000000001,0.66,Online,Masculino,Vestir,2021,1,4
West Gear,1128299,West,California,San Francisco,72,189,13608,4490.64,0.33,Online,Femenino,Vestir,2021,1,5
West Gear,1128299,West,California,San Francisco,56,273,15288,7644,0.5,Online,Masculino,Calzado,2021,1,6
West Gear,1128299,West,California,San Francisco,63,248,15624,5780.88,0.37,Online,Masculino,Calzado,2021,1,7
West Gear,1128299,West,California,San Francisco,64,206,13184,7251.200000000001,0.55,Online,Femenino,Calzado,2021,1,8
West Gear,1128299,West,California,San Francisco,59,210,12390,6071.099999999999,0.49,Online,Femenino,Calzado,2021,1,9
West Gear,1128299,West,California,San Francisco,62,155,9610,6342.6,0.66,Online,Masculino,Vestir,2021,1,10
West Gear,1128299,West,California,San Francisco,72,219,15768,5518.799999999999,0.35,Online,Femenino,Vestir,2021,1,11
West Gear,1128299,West,California,San Francisco,56,277,15512,6980.4000000000015,0.45000000000000007,Online,Masculino,Calzado,2021,1,12
West Gear,1128299,West,California,San Francisco,59,245,14455,4914.700000000001,0.34,Online,Masculino,Calzado,2021,1,13
West Gear,1128299,West,California,San Francisco,62,248,15376,7072.96,0.46,Online,Femenino,Calzado,2021,1,14
West Gear,1128299,West,California,San Francisco,55,218,11990,4796,0.4,Online,Femenino,Calzado,2021,1,15
West Gear,1128299,West,California,San Francisco,64,233,14912,9543.68,0.64,Online,Masculino,Vestir,2021,1,16
West Gear,1128299,West,California,San Francisco,72,233,16776,4865.040000000001,0.29000000000000004,Online,Femenino,Vestir,2021,1,17
West Gear,1128299,West,California,San Francisco,62,273,16926,7785.96,0.46,Online,Masculino,Calzado,2021,1,18
West Gear,1128299,West,California,San Francisco,66,259,17094,5128.200000000001,0.30000000000000004,Online,Masculino,Calzado,2021,1,19
West Gear,1128299,West,California,San Francisco,60,200,12000,5640,0.47000000000000003,Online,Femenino,Calzado,2021,1,20
West Gear,1128299,West,California,San Francisco,59,188,11092,4547.719999999999,0.41,Online,Femenino,Calzado,2021,1,21
West Gear,1128299,West,California,San Francisco,69,188,12972,7912.92,0.61,Online,Masculino,Vestir,2021,1,22
West Gear,1128299,West,California,San Francisco,76,181,13756,3439,0.25,Online,Femenino,Vestir,2021,1,23
West Gear,1128299,West,California,San Francisco,51,241,12291,5162.22,0.42000000000000004,Online,Masculino,Calzado,2021,1,24
West Gear,1128299,West,California,San Francisco,56,268,15008,4202.240000000001,0.28,Online,Masculino,Calzado,2021,1,25
West Gear,1128299,West,California,San Francisco,52,225,11700,4680,0.4,Online,Femenino,Calzado,2021,1,26
West Gear,1128299,West,California,San Francisco,53,203,10759,3765.6499999999996,0.35,Online,Femenino,Calzado,2021,1,27
West Gear,1128299,West,California,San Francisco,63,218,13734,7965.720000000001,0.5800000000000001,Online,Masculino,Vestir,2021,1,28
West Gear,1128299,West,California,San Francisco,65,217,14105,3385.2000000000003,0.24000000000000002,Online,Femenino,Vestir,2021,1,29
West Gear,1128299,West,California,San Francisco,51,236,12036,5416.200000000001,0.45000000000000007,Online,Masculino,Calzado,2021,1,30
West Gear,1128299,West,California,San Francisco,59,219,12921,3747.0900000000006,0.29000000000000004,Online,Masculino,Calzado,2021,1,31
West Gear,1128299,West,California,San Francisco,50,182,9100,3822.0000000000005,0.42000000000000004,Online,Femenino,Calzado,2021,2,1
